resource_id	furtherInformationURL	resource_name
556	https://eol.org/resources/556	FieldScope
558	https://eol.org/resources/558	North American Butterfly Knowledge Network
559	https://eol.org/resources/559	Finding Species
56	https://eol.org/resources/56	Egypt Species List
560	https://eol.org/resources/560	Animal Diversity Web
561	https://eol.org/resources/561	Scott Namestnik&#39;s photo gallery
562	https://eol.org/resources/562	Braconidae
563	https://eol.org/resources/563	EOL staff
564	https://eol.org/resources/564	AmphibiaWeb articles
567	https://eol.org/resources/567	Photosynth
568	https://eol.org/resources/568	Arctic Ocean Biodiversity 2011
569	https://eol.org/resources/569	Invertebrates of the Salish Sea
57	https://eol.org/resources/57	Afghanistan Species List
570	https://eol.org/resources/570	Harmful Phytoplankton Project
571	https://eol.org/resources/571	Soapberry bugs of the world
572	https://eol.org/resources/572	INBio
573	https://eol.org/resources/573	Natural History Museum Species of the day
574	https://eol.org/resources/574	IABIN
575	https://eol.org/resources/575	Bee Associated Mites of the World
576	https://eol.org/resources/576	Silvics of North America
577	https://eol.org/resources/577	Wikidata Common Names
578	https://eol.org/resources/578	Singing Insects of North America (text)
579	https://eol.org/resources/579	Armchair Taxonomists
580	https://eol.org/resources/580	Braconid wasps caterpillars and biocontrol
581	https://eol.org/resources/581	Cybertruffle
582	https://eol.org/resources/582	Papillons de Jardin
583	https://eol.org/resources/583	ReptileDB
584	https://eol.org/resources/584	Conabio
585	https://eol.org/resources/585	NMNH Antarctic Invertebrates
586	https://eol.org/resources/586	Ecomare
587	https://eol.org/resources/587	Wikipeixes
588	https://eol.org/resources/588	Rotifers of the World
589	https://eol.org/resources/589	CoralReefFish
590	https://eol.org/resources/590	Protists in Singapore
591	https://eol.org/resources/591	Catalog of Hymenoptera in America North of Mexico
593	https://eol.org/resources/593	Wright and Seltmann
594	https://eol.org/resources/594	Freshwater and Marine Image Bank U Washington
595	https://eol.org/resources/595	Deans Deitz Wharton et al
596	https://eol.org/resources/596	Hershkovitz et al
597	https://eol.org/resources/597	Milk Composition of Non Dairy Animals
598	https://eol.org/resources/598	Kissling et al, 2014
599	https://eol.org/resources/599	Lukas and Clutton Brock 2014
600	https://eol.org/resources/600	Hone et al 2013 avian data
601	https://eol.org/resources/601	SciELO Brazilian Flora 2012
602	https://eol.org/resources/602	Fire Effects Information System Plants
603	https://eol.org/resources/603	wikipedia IT
604	https://eol.org/resources/604	Marine Planktonic Copepods
605	https://eol.org/resources/605	Public Health Image Library
606	https://eol.org/resources/606	wikipedia DE
607	https://eol.org/resources/607	wikipedia ES
608	https://eol.org/resources/608	Phytokeys (archived)
609	https://eol.org/resources/609	Mycokeys (archived)
61	https://eol.org/resources/61	Herring, 1987
610	https://eol.org/resources/610	Journal of Hymenoptera Research
613	https://eol.org/resources/613	Hone et al Pterosaur Data
614	https://eol.org/resources/614	Bergtold 1917
615	https://eol.org/resources/615	Simpson et al 2020
617	https://eol.org/resources/617	wikipedia EN
618	https://eol.org/resources/618	Journal of Hymenoptera Research (archived)
619	https://eol.org/resources/619	Subterranean Biology (archived)
62	https://eol.org/resources/62	Lovegrove 2014
620	https://eol.org/resources/620	Araneae LifeDesk (archived)
621	https://eol.org/resources/621	Afrotropical Birds LifeDesk
623	https://eol.org/resources/623	iArczoo
624	https://eol.org/resources/624	Deep sea Fishes of the World LifeDesk
628	https://eol.org/resources/628	Bibliotheca Alexandrina LifeDesk
629	https://eol.org/resources/629	Maldives and Laccadives LifeDesk
630	https://eol.org/resources/630	Amphibians and Reptiles of the Philippines
631	https://eol.org/resources/631	Plants of Tibet
633	https://eol.org/resources/633	Marine Rotifera LifeDesk
634	https://eol.org/resources/634	Snake Species of the World LifeDesk
637	https://eol.org/resources/637	EOL authors
638	https://eol.org/resources/638	NMNH Marine Dinoflagellates
639	https://eol.org/resources/639	Nemertea
64	https://eol.org/resources/64	Scleractinia Lifestyle
640	https://eol.org/resources/640	CITES
644	https://eol.org/resources/644	Odonata LifeDesk
646	https://eol.org/resources/646	FAO species catalogs
65	https://eol.org/resources/65	Symonds and Tattersall, 2010
650	https://eol.org/resources/650	Fitzpatrick Institute of Ornithology Virtual Museum
651	https://eol.org/resources/651	Indiana Dunes LifeDesk
652	https://eol.org/resources/652	EOL Interns LifeDesk
653	https://eol.org/resources/653	The lichen genus Psora LifeDesk
654	https://eol.org/resources/654	Caprellids LifeDesk
655	https://eol.org/resources/655	Halictidae LifeDesk
656	https://eol.org/resources/656	Batrachospermales LifeDesk
657	https://eol.org/resources/657	Mexican Inverts LifeDesk
658	https://eol.org/resources/658	Echinoderms of Panama
659	https://eol.org/resources/659	Thrasops LifeDesk
66	https://eol.org/resources/66	White and Seymour, 2014
660	https://eol.org/resources/660	Fabulous Flies LifeDesk
661	https://eol.org/resources/661	Embiotocidae LifeDesk
662	https://eol.org/resources/662	Carex of the World LifeDesk
663	https://eol.org/resources/663	Sedges of Carex subgenus Vignea
664	https://eol.org/resources/664	eNemo LifeDesk
665	https://eol.org/resources/665	Bryozoa LifeDesk
666	https://eol.org/resources/666	Entiminae 
667	https://eol.org/resources/667	Diatom LifeDesk
668	https://eol.org/resources/668	Dinoflagellate LifeDesk
670	https://eol.org/resources/670	eFloras
671	https://eol.org/resources/671	BioPedia
672	https://eol.org/resources/672	Fire Effects Information System Animals
673	https://eol.org/resources/673	Smithsonian Orchids
674	https://eol.org/resources/674	Under Pressure World
675	https://eol.org/resources/675	Singing Insects of North America maps
676	https://eol.org/resources/676	NCBI
677	https://eol.org/resources/677	wikipedia 中文维基百科
678	https://eol.org/resources/678	wikipedia FR
679	https://eol.org/resources/679	wikipedia русскую Википедию
68	https://eol.org/resources/68	Wright Et Al 2014
680	https://eol.org/resources/680	wikipedia 한국어 위키백과
681	https://eol.org/resources/681	micro*scope
682	https://eol.org/resources/682	Delta keys to Squat Lobster Identification
685	https://eol.org/resources/685	coraltraits
686	https://eol.org/resources/686	USFWS
688	https://eol.org/resources/688	Hershkovitz et al
689	https://eol.org/resources/689	Paul, 1988
69	https://eol.org/resources/69	Australia Species List
690	https://eol.org/resources/690	Streelman et al
691	https://eol.org/resources/691	Hone et al 2013
692	https://eol.org/resources/692	Kappeler et al 2013
693	https://eol.org/resources/693	Morgan Ernest 2003
694	https://eol.org/resources/694	Smith et al 2011
695	https://eol.org/resources/695	Integrated Taxonomic Information System (ITIS) Taxonomic Hierarchy
697	https://eol.org/resources/697	protisten.de
699	https://eol.org/resources/699	wikipedia NL
70	https://eol.org/resources/70	United Kingdom Species List
700	https://eol.org/resources/700	wikipedia POL
701	https://eol.org/resources/701	wikipedia VI
702	https://eol.org/resources/702	wikipedia CZ
703	https://eol.org/resources/703	wikipedia TR
704	https://eol.org/resources/704	VERA
705	https://eol.org/resources/705	Pignatti, 1982
706	https://eol.org/resources/706	CreatureCast
707	https://eol.org/resources/707	wikipedia FI
708	https://eol.org/resources/708	wikipedia NO
709	https://eol.org/resources/709	wikipedia RO
71	https://eol.org/resources/71	Albania Species List
710	https://eol.org/resources/710	wikipedia UK
711	https://eol.org/resources/711	wikipedia CA
712	https://eol.org/resources/712	Tree carbon estimates
714	https://eol.org/resources/714	wikipedia SV
715	https://eol.org/resources/715	wikipedia PT
72	https://eol.org/resources/72	Algeria Species List
720	https://eol.org/resources/720	Molukka Sea Species List
721	https://eol.org/resources/721	Syracuse U and Siefert 2014
722	https://eol.org/resources/722	Kāneʻohe Bay Bioblitz
723	https://eol.org/resources/723	Moss et al 2016
724	https://eol.org/resources/724	EOL Dynamic Hierarchy 1.1
725	https://eol.org/resources/725	SINA audio
726	https://eol.org/resources/726	Frost Darrel R 2018 Amphibian Species of the World
727	https://eol.org/resources/727	DC Birds Video
729	https://eol.org/resources/729	Natural History Services
73	https://eol.org/resources/73	Andorra Species List
730	https://eol.org/resources/730	SoundCloud
731	https://eol.org/resources/731	xeno canto America
732	https://eol.org/resources/732	One Species at a Time Podcasts
733	https://eol.org/resources/733	Thomas J Walker&#39;s insect recordings
734	https://eol.org/resources/734	Undersea Productions
735	https://eol.org/resources/735	Listed Species in Texas
736	https://eol.org/resources/736	Gulf of Suez Species List
737	https://eol.org/resources/737	Spain Species List
738	https://eol.org/resources/738	Tajikistan Species List
739	https://eol.org/resources/739	Tanzania Species List
74	https://eol.org/resources/74	Angola Species List
740	https://eol.org/resources/740	Thailand Species List
741	https://eol.org/resources/741	The Bahamas Species List
742	https://eol.org/resources/742	Gambia Species List
743	https://eol.org/resources/743	Timor Leste Species List
744	https://eol.org/resources/744	Togo Species List
745	https://eol.org/resources/745	Tonga Species List
747	https://eol.org/resources/747	Tunisia Species List
749	https://eol.org/resources/749	SERPENT Project
75	https://eol.org/resources/75	Antigua and Barbuda Species List
751	https://eol.org/resources/751	Japan Agency for Marine-Earth Science and Technology
753	https://eol.org/resources/753	Flora do Brasil
754	https://eol.org/resources/754	MADtraits
755	https://eol.org/resources/755	ecology literature
756	https://eol.org/resources/756	Global Register of Introduced and Invasive Species
757	https://eol.org/resources/757	wikipedia ID
758	https://eol.org/resources/758	Parasitic Plants Database
76	https://eol.org/resources/76	Armenia Species List
761	https://eol.org/resources/761	Carnivorous Plants Database
762	https://eol.org/resources/762	wikipedia EU
765	https://eol.org/resources/765	wikipedia CY
767	https://eol.org/resources/767	GBIF classification
768	https://eol.org/resources/768	wikipedia MIN
769	https://eol.org/resources/769	Flora of Zimbabwe
77	https://eol.org/resources/77	Aruba Species List
770	https://eol.org/resources/770	Taiwan Encyclopedia of Life
771	https://eol.org/resources/771	The Fish Database of Taiwan
772	https://eol.org/resources/772	Butterflies of Taiwan
773	https://eol.org/resources/773	TaiEOL and NCHU Museum of Entomology
774	https://eol.org/resources/774	Dragonflies of Taiwan
775	https://eol.org/resources/775	Arkive
776	https://eol.org/resources/776	wikipedia AZ
777	https://eol.org/resources/777	wikipedia AST
778	https://eol.org/resources/778	Rhododendron Images from Curtis Botanical Magazine
779	https://eol.org/resources/779	Sabath et al 2016
78	https://eol.org/resources/78	Argentina Species List
780	https://eol.org/resources/780	McDaniel et al 2012
782	https://eol.org/resources/782	wikipedia SZL
783	https://eol.org/resources/783	wikipedia AF
785	https://eol.org/resources/785	wikipedia LT
786	https://eol.org/resources/786	wikipedia ET
787	https://eol.org/resources/787	The Dutch Ascidians Homepage DwCA
788	https://eol.org/resources/788	INOTAXA archive
789	https://eol.org/resources/789	wikipedia gl Galician
79	https://eol.org/resources/79	Austria Species List
790	https://eol.org/resources/790	wikipedia BR
791	https://eol.org/resources/791	wikipedia hr Croatian
792	https://eol.org/resources/792	wikipedia DA
793	https://eol.org/resources/793	wikipedia LA
796	https://eol.org/resources/796	wikipedia MS
799	https://eol.org/resources/799	wikipedia LV
8	https://eol.org/resources/8	Eastfield College SEM Lab
80	https://eol.org/resources/80	Azerbaijan Species List
801	https://eol.org/resources/801	wikipedia IS
802	https://eol.org/resources/802	wikipedia NN
803	https://eol.org/resources/803	wikipedia SK
804	https://eol.org/resources/804	wikipedia SL
805	https://eol.org/resources/805	wikipedia HSB
806	https://eol.org/resources/806	wikipedia PMS
807	https://eol.org/resources/807	wikipedia GA
81	https://eol.org/resources/81	Bahrain Species List
810	https://eol.org/resources/810	wikipedia emerging languages
811	https://eol.org/resources/811	Queirós et al 2013
812	https://eol.org/resources/812	Woodward et al 2016
813	https://eol.org/resources/813	Madigan and Jung 2008
814	https://eol.org/resources/814	Rockwell et al
815	https://eol.org/resources/815	Stanier and Cohen Bazire 1977
816	https://eol.org/resources/816	Yamano et al 2000
817	https://eol.org/resources/817	Bone and James 1993
818	https://eol.org/resources/818	Nebelsick 1992
819	https://eol.org/resources/819	Webb 2019
82	https://eol.org/resources/82	Bangladesh Species List
820	https://eol.org/resources/820	Mackenzie 2003
822	https://eol.org/resources/822	Kubitzki et al
823	https://eol.org/resources/823	Madigan et al
824	https://eol.org/resources/824	Stewart 1970
825	https://eol.org/resources/825	Lesser et al 2004
826	https://eol.org/resources/826	Stal 2009
827	https://eol.org/resources/827	Bond 1983
828	https://eol.org/resources/828	Santi et al 2013
829	https://eol.org/resources/829	Sprent 2008
83	https://eol.org/resources/83	Barbados Species List
830	https://eol.org/resources/830	wikipedia EO
831	https://eol.org/resources/831	Biopix Nature Photos
832	https://eol.org/resources/832	Fairbairn 2013
833	https://eol.org/resources/833	wikipedia emerging_languages
835	https://eol.org/resources/835	USGS Bee Inventory and Monitoring Lab
836	https://eol.org/resources/836	Canadian National Vegetation Classification CNVC
837	https://eol.org/resources/837	The US National Vegetation Classification USNVC
839	https://eol.org/resources/839	European Vegetation Archive (EVA)
84	https://eol.org/resources/84	Belarus Species List
840	https://eol.org/resources/840	Palm Traits 1.0
841	https://eol.org/resources/841	Ashihara et al 2008
842	https://eol.org/resources/842	Kretschmar and Baumann 1999
843	https://eol.org/resources/843	Negrin et al 2019
844	https://eol.org/resources/844	Okoli et al 2012
845	https://eol.org/resources/845	Trova et al 1994
846	https://eol.org/resources/846	Bogo and Mantle 2000
847	https://eol.org/resources/847	Baumann et al 1995
848	https://eol.org/resources/848	Jonkers et al 1997
849	https://eol.org/resources/849	Stensmyr et al 2002
85	https://eol.org/resources/85	Belize Species List
850	https://eol.org/resources/850	Jardine et al 2015
851	https://eol.org/resources/851	Kanda and Tsuruta 1995
852	https://eol.org/resources/852	Keller et al 1989
853	https://eol.org/resources/853	Yoch 2002
854	https://eol.org/resources/854	Geng and Mu 2005
855	https://eol.org/resources/855	Vettikkat et al 2020
856	https://eol.org/resources/856	Lamb et al 1987
857	https://eol.org/resources/857	Steinke et al 2018
858	https://eol.org/resources/858	FAOSTAT
859	https://eol.org/resources/859	ECOCROP
86	https://eol.org/resources/86	Belgium Species List
860	https://eol.org/resources/860	FAO Fishery Statistics
861	https://eol.org/resources/861	Park et al 2017
862	https://eol.org/resources/862	Jori et al 1998
863	https://eol.org/resources/863	Martin 2000
864	https://eol.org/resources/864	Hoffman and Wiklund 2006
865	https://eol.org/resources/865	Ojasti 1996
866	https://eol.org/resources/866	Hanotte and Mensah 2002
867	https://eol.org/resources/867	Lambio 2012
868	https://eol.org/resources/868	COSEWIC
869	https://eol.org/resources/869	Travis et al 2017
87	https://eol.org/resources/87	Benin Species List
870	https://eol.org/resources/870	Lovegrove and Haines 2004
871	https://eol.org/resources/871	Schaefer and Summers 2005
872	https://eol.org/resources/872	Ashley Ross 1994
873	https://eol.org/resources/873	Biewener 1989
874	https://eol.org/resources/874	Alexander 2004
875	https://eol.org/resources/875	Hatt 1932
876	https://eol.org/resources/876	Lovegrove 2004
877	https://eol.org/resources/877	Webb 1984
878	https://eol.org/resources/878	Hove et al 2001
879	https://eol.org/resources/879	Lindsey 1978
88	https://eol.org/resources/88	Bermuda Species List
880	https://eol.org/resources/880	GANS 1975
881	https://eol.org/resources/881	Snyder 1952
882	https://eol.org/resources/882	Renous et al 2007
883	https://eol.org/resources/883	Shen 2010
884	https://eol.org/resources/884	Garland and Losos 1994
885	https://eol.org/resources/885	Gatesy and Middleton 1997
886	https://eol.org/resources/886	Johnsgard 1962
887	https://eol.org/resources/887	HABIB 2010
888	https://eol.org/resources/888	Cubo 2000
889	https://eol.org/resources/889	Fish 2000
89	https://eol.org/resources/89	Bhutan Species List
890	https://eol.org/resources/890	Wyneken 1996
891	https://eol.org/resources/891	Poinar 2010
892	https://eol.org/resources/892	Strayer et al 2010
893	https://eol.org/resources/893	Kolasa and Tyler 2010
894	https://eol.org/resources/894	Jordan 1992
895	https://eol.org/resources/895	Clark and Hermans 1976
896	https://eol.org/resources/896	Kristan 2019
897	https://eol.org/resources/897	Burr and Robinson 2004
898	https://eol.org/resources/898	Smith 1937
899	https://eol.org/resources/899	Miller and Pawson 1990
9	https://eol.org/resources/9	PlanetScott
90	https://eol.org/resources/90	Bosnia and Herzegovina Species List
900	https://eol.org/resources/900	Jennings et al 2010
901	https://eol.org/resources/901	Spain 2002
902	https://eol.org/resources/902	Grabowsky 1994
903	https://eol.org/resources/903	CLARK 2019
904	https://eol.org/resources/904	Baumiller and Messing 2007
905	https://eol.org/resources/905	Lauga 2006
906	https://eol.org/resources/906	Buskey et al 2012
907	https://eol.org/resources/907	Yen 2012
908	https://eol.org/resources/908	Hessler 1981
909	https://eol.org/resources/909	Lafferty and Shaw 2013
91	https://eol.org/resources/91	Bolivia Species List
911	https://eol.org/resources/911	Mushroom Observer
912	https://eol.org/resources/912	Hunt 2007
913	https://eol.org/resources/913	Bullock et al 1983
914	https://eol.org/resources/914	Bitsch 2005
915	https://eol.org/resources/915	Maddison et al 2019
916	https://eol.org/resources/916	von Reumont et al 2014
917	https://eol.org/resources/917	Elofsson and Hessler 1990
918	https://eol.org/resources/918	Yager 1981
919	https://eol.org/resources/919	Parker 1995
92	https://eol.org/resources/92	Botswana Species List
920	https://eol.org/resources/920	Kornicker 1991
921	https://eol.org/resources/921	Danielopol 1990
922	https://eol.org/resources/922	Chan 2010
923	https://eol.org/resources/923	Vodopyanov and Purschke 2017
924	https://eol.org/resources/924	Beckers et al 2019
925	https://eol.org/resources/925	Elofsson 1965
926	https://eol.org/resources/926	Syme and Oakley 2012
927	https://eol.org/resources/927	Elofsson 1966
928	https://eol.org/resources/928	Picciani et al 2018
929	https://eol.org/resources/929	Burr 1984
93	https://eol.org/resources/93	Brazil Species List
930	https://eol.org/resources/930	Land and Fernald 1992
931	https://eol.org/resources/931	Morehouse et al 2017
932	https://eol.org/resources/932	Sumner Rooney et al 2020
933	https://eol.org/resources/933	Ullrich-Lüter et al 2011
934	https://eol.org/resources/934	Garm and Nilsson 2014
935	https://eol.org/resources/935	Palmer et al 2017
936	https://eol.org/resources/936	Morton 2000
937	https://eol.org/resources/937	Nilsson 2013
938	https://eol.org/resources/938	Mejía-Ortíz and Hartnoll, 2006
939	https://eol.org/resources/939	McLay 2007
94	https://eol.org/resources/94	Brunei Species List
940	https://eol.org/resources/940	Tsurnamal 2008
941	https://eol.org/resources/941	Bruce 1988
942	https://eol.org/resources/942	Tshudy et al 2009
943	https://eol.org/resources/943	Proudlove 2020
944	https://eol.org/resources/944	Moseley 1885
945	https://eol.org/resources/945	Warrant et al 2003
946	https://eol.org/resources/946	Nilsson 1983
947	https://eol.org/resources/947	Land 1980
948	https://eol.org/resources/948	Koppetsch et al 2019
949	https://eol.org/resources/949	Kazilas et al 2018
95	https://eol.org/resources/95	Bulgaria Species List
950	https://eol.org/resources/950	Roscito and Rodrigues 2012
951	https://eol.org/resources/951	Daniels et al 2002
952	https://eol.org/resources/952	Vidal et al 2010
953	https://eol.org/resources/953	Nev 1979
954	https://eol.org/resources/954	Zieger and Meyer Rochow 2008
955	https://eol.org/resources/955	Hughes 1970
956	https://eol.org/resources/956	Salvini Plawen and Mayr 1977
957	https://eol.org/resources/957	Higgins 1960
958	https://eol.org/resources/958	Ruhberg and Hamera 2005
959	https://eol.org/resources/959	Mayer 2006
96	https://eol.org/resources/96	Burkina Faso Species List
960	https://eol.org/resources/960	Greven 2007
961	https://eol.org/resources/961	Bok et al 2016
962	https://eol.org/resources/962	Suschenko and Purschke 2008
963	https://eol.org/resources/963	Nussbaum 1985
964	https://eol.org/resources/964	Wilkinson et al 2011
965	https://eol.org/resources/965	Wilkinson et al 2003
966	https://eol.org/resources/966	Lapshin and Vorontsov 2009
967	https://eol.org/resources/967	Geisler et al 2014
968	https://eol.org/resources/968	Price et al 2005
969	https://eol.org/resources/969	Eick et al 2005
97	https://eol.org/resources/97	Burundi Species List
970	https://eol.org/resources/970	Young 1997
971	https://eol.org/resources/971	Vater et al 2004
972	https://eol.org/resources/972	Dooling et al 2000
973	https://eol.org/resources/973	Pereyra et al 2016
974	https://eol.org/resources/974	Hetherington and Lindquist 1999
975	https://eol.org/resources/975	Lindquist et al 1998
976	https://eol.org/resources/976	Boistel et al 2013
977	https://eol.org/resources/977	Womack et al 2017
978	https://eol.org/resources/978	Wever 1975
979	https://eol.org/resources/979	Ladich and Popper 2004
98	https://eol.org/resources/98	Cambodia Species List
980	https://eol.org/resources/980	Christensen, Christensen-Dalsgaard and Madsen 2015
981	https://eol.org/resources/981	Christensen et al, 2015
982	https://eol.org/resources/982	Budelmann 1992
983	https://eol.org/resources/983	Triblehorn and Yager 2001
984	https://eol.org/resources/984	Yager 1999
985	https://eol.org/resources/985	Hu et al 2009
986	https://eol.org/resources/986	Moore and Gibson 1985
987	https://eol.org/resources/987	Moore and Gibson 1981
988	https://eol.org/resources/988	Sundberg and Gibson 2007
989	https://eol.org/resources/989	Norenburg 1985
99	https://eol.org/resources/99	Cameroon Species List
990	https://eol.org/resources/990	Coe 1927
991	https://eol.org/resources/991	vimeo
993	https://eol.org/resources/993	Rintoul et al, 1999
994	https://eol.org/resources/994	Dittami et al, 2017
995	https://eol.org/resources/995	Bringloe et al 2020
996	https://eol.org/resources/996	Rogers et al 1980
997	https://eol.org/resources/997	Du et al, 2016
998	https://eol.org/resources/998	Delwiche and Cooper 2015
999	https://eol.org/resources/999	Furui 2020
